Date Collected,State ,County,City,Facility Name,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Residents Tested,Staff Tested,Personal Protective Equipment,last_recorded
20201001,AR,Garland,Hot Springs,"West Shores Assisted
Living-ALF",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200806
20201001,AR,Benton,Springdale,Westwood Health & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Benton,Springdale,"Windcrest Health &
Rehab-Springdale",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,4,,1,,,,,,,,,,,,,,,,,,,,,20200806
20201001,AR,Poinsett,Harrisburg,Woodbriar Nursing Home,Uncategorized LTCF,Nursing Home,Federal,,45384,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200827
20201001,AR,Pulaski,Jacksonville,"Woodland Hills Healthcare &
Rehabilitation",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,51,,19,,37,,0,,,,,,,,,,,,,,,,,,,,,20200806
20201001,AR,Union,El Dorado,Advanced Health & Rehab of Union County,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Washington,Fayetteville,"Arkansas State
Veteran’s Home",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Pulaski,Little Rock,Brookdale Chenal Heights,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Lonoke,Cabot,"Cabot Health & Rehab, LLC",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Monroe,Brinkley,Cla-Clif Nursing & Rehab Center,Uncategorized LTCF,Nursing Home,Federal,,45430,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200820
20201001,AR,Madison,Huntsville,Countryside Assisted Living,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200820
20201001,AR,Clark,Arkadelphia,Courtyard Gardens Health & Rehabilitation Center- Arkadelphia,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Sebastian,Ft. Smith,Covington Court Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45363,,,Closed,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,20200924
20201001,AR,Arkansas,DeWitt,Crestpark of DeWitt,Uncategorized LTCF,Nursing Home,Federal,,45177,,,Closed,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,St. Francis,Forrest City,Crestpark of Forrest City,Uncategorized LTCF,Nursing Home,Federal,,45219,,,Closed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20200827
20201001,AR,Phillips,Helena,Crestpark of Helena,Uncategorized LTCF,Nursing Home,Federal,,45221,,,Closed,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,20200910
20201001,AR,Lee,Mariana,Crestpark of Mariana,Uncategorized LTCF,Nursing Home,Federal,,45449,,,Closed,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Grant,Sheridan,Crown Point Assisted Living,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Howard,Dierks,Dierks Health & Rehab Center,Uncategorized LTCF,Nursing Home,Federal,,45346,,,Closed,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,20200917
20201001,AR,Pulaski,Maumelle,Elmcroft Assisted Living-Maumelle,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Pulaski,Little Rock,Encore Healthcare & Rehab at West Little Rock,Uncategorized LTCF,Nursing Home,Federal,,45390,,,Closed,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,20200820
20201001,AR,Benton,Rogers,Everest Rehabilitation Hospital,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Saline,Bryant,Fox Ridge Assisted Living-Bryant,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Garland,Hot Springs National Park,Garrett Woods Senior Living Community,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200820
20201001,AR,Benton,Rogers,Grand Brook Memory Care of Rogers,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200820
20201001,AR,Saline,Benton,Heartland Rehabilitation and Care Center,Uncategorized LTCF,Nursing Home,Federal,,45199,,,Closed,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,20200910
20201001,AR,Faulkner,Conway,Heritage Living Center-Conway,Uncategorized LTCF,Nursing Home,Federal,,45308,,,Closed,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,20200924
20201001,AR,Mississippi,Blytheville,Heritage Square Nursing & Rehabilitation Center,Uncategorized LTCF,Nursing Home,Federal,,45366,,,Closed,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,20200917
20201001,AR,Nevada,Prescott,Hillcrest Care & Rehab-Prescott,Uncategorized LTCF,Nursing Home,Federal,,45306,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200820
20201001,AR,Boone,Harrison,Hillcrest Nursing Home-Harrison,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Baxter,Mountain Home,Hiram Shaddox Health & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Hempstead,Hope,Hope Haven Assisted Living- ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Hempstead,Hope,Horizons of Hope- ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Garland,Hot Springs,Hot Springs Nursing & Rehabilitation-A Waters Community,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,66,,,,31,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Johnson,Clarksville,Johnson County Health & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Lawrence,Walnut Ridge,Lawrence Hall Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45452,,,Closed,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,20200924
20201001,AR,Pope,Russellville,Legacy Heights Nursing & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45410,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200924
20201001,AR,Little River,Ashdown,Little River Nursing & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45244,,,Closed,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,20200910
20201001,AR,Boone,Harrison,Maple Esplanade Assisted Living- ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Madison,Huntsville,Meadowview Healthcare & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Sebastian,Barling,Mercy Crest Assisted Living- ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Pulaski,Little Rock,Midtown Post- Acute and Rehabilitation,Uncategorized LTCF,Nursing Home,Federal,,45450,,,Closed,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,20200820
20201001,AR,Yell,Danville,"Mitchell’s Nursing
Home",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,74,,,,45,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Independence,Batesville,Mountain Meadows Nursing & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Saline,Benton,Mt. Carmel Community-ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200827
20201001,AR,Howard,Nashville,Nashville Nursing Center Inc.,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Ouachita,Camden,Ouachita Nursing and Rehab,Uncategorized LTCF,Nursing Home,Federal,,45207,,,Closed,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,20200820
20201001,AR,Benton,Springdale,Providence PCC- Springdale ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,,,7,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Randolph,Pocahontas,Randolph County Nursing Home,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,63,,,,32,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Conway,Morrilton,River Chase Rehabilitation & Care Center,Uncategorized LTCF,Nursing Home,Federal,,45149,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200910
20201001,AR,Faulkner,Conway,Salem Place Nursing & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45183,,,Closed,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,20200820
20201001,AR,Benton,Springdale,Shiloh Nursing & Rehab-Springdale,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Pulaski,North Little Rock,Somerset Senior Living at Premier- NLR,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Saline,Bryant,Southridge Village Nursing & Rehabilitation Center,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Cleburne,Heber Springs,Southern Trace Rehabilitation and Care Center,Uncategorized LTCF,Nursing Home,Federal,,45305,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200820
20201001,AR,Lonoke,Cabot,Spring Creek Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45392,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200924
20201001,AR,Craighead,Jonesboro,"St. Elizabeth’s
Place",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Jackson,Newport,"St. Michael’s Place, Newport Healthcare & Rehab Center",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Pulaski,Little Rock,The Atrium at Serenity Pointe- ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Columbia,Magnolia,The Cottages of Wentworth Place- Magnolia,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,19,,,,9,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Hot Springs,Malvern,The Crossing at Malvern-ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,20200917
20201001,AR,Cleveland,Rison,The Green House Cottages of Southern Hills,Uncategorized LTCF,Nursing Home,Federal,,45377,,,Closed,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,20200924
20201001,AR,Pulaski,Maumelle,The Lakes at Maumelle Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45422,,,Closed,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,20200820
20201001,AR,Washington,Springdale,The Maples at Her-Ber Meadows,Uncategorized LTCF,Nursing Home,Federal,,45407,,,Closed,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,20200820
20201001,AR,Crittenden,West Memphis,The Springs on Broadway-W. Memphis,Uncategorized LTCF,Nursing Home,Federal,,45195,,,Closed,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,20200917
20201001,AR,Pulaski,Little Rock,The Waters of Cumberland,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Pulaski,North Little Rock,"The Waters of North Little Rock, LLC",Uncategorized LTCF,Nursing Home,Federal,,45385,,,Closed,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,20200910
20201001,AR,Pulaski,Little Rock,The Waters of West Dixon,Uncategorized LTCF,Nursing Home,Federal,,45446,,,Closed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20200917
20201001,AR,Union,El Dorado,Timberline Health & Rehab-El Dorado,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,8,,,,8,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Crawford,Van Buren,Van Buren Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45268,,,Closed,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,20200924
20201001,AR,Garland,Hot Springs,Village Springs Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45254,,,Closed,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,20200820
20201001,AR,Garland,Hot Springs,West Shores Assisted Living- ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Izard,Calico Rock,White River Healthcare,Uncategorized LTCF,Nursing Home,Federal,,45401,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200820
20201001,AR,Benton,Springdale,Windcrest Health & Rehab- Springdale,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,20200813
20201001,AR,Pulaski,Jacksonville,Woodland Hills Healthcare & Rehabilitation,Uncategorized LTCF,Nursing Home,Federal,,45378,,,Closed,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,20200910
20201001,AR,Independence,Batesville,Wood-Lawn Heights,Uncategorized LTCF,Nursing Home,Federal,,45317,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200924
20201001,AR,Crawford,Alma,"Alma Health & Rehabilitation
Center",Uncategorized LTCF,Nursing Home,Federal,,45370,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200820
20201001,AR,Jefferson,Pine Bluff,Arkansas Convalescent Center,Uncategorized LTCF,Nursing Home,Federal,,45277,,,Closed,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,20200924
20201001,AR,Miller,Texarkana,Bailey Creek Health and Rehab,Uncategorized LTCF,Nursing Home,Federal,,45241,,,Closed,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,20200924
20201001,AR,Garland,Hot Springs National Park,Brookfield at Oaktree,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,20200820
20201001,AR,Washington,Fayetteville,Butterfield Trails Village Nursing Home,Uncategorized LTCF,Nursing Home,Federal,,45125,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200910
20201001,AR,Clark,Arkadelphia,Courtyard Gardens Health & Rehabilitation Center,Uncategorized LTCF,Nursing Home,Federal,,45350,,,Closed,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,20200820
20201001,AR,Pulaski,Maumelle,Elmcroft Assisted Living- Maumelle,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200820
20201001,AR,Sebastian,Fort Smith,Fianna Hills Nursing & Rehabilitation Center,Uncategorized LTCF,Nursing Home,Federal,,45354,,,Closed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20200820
20201001,AR,Hot Springs,Malvern,Happy Valley Health & Rehabilitation,Uncategorized LTCF,Nursing Home,Federal,,45459,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200820
20201001,AR,Mississippi,Blytheville,"Heritage Square Nursing & Rehabilitation
Center",Uncategorized LTCF,Nursing Home,Federal,,45366,,,Closed,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,20200820
20201001,AR,Baxter,Mountain Home,Hiram Shaddox Health and Rehab,Uncategorized LTCF,Nursing Home,Federal,,45471,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200820
20201001,AR,Hempstead,Hope,"Hope Haven Assisted
Living-ALF",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20200820
20201001,AR,Boone,Rogers,"Jamestown Nursing and Rehab, LLC",Uncategorized LTCF,Nursing Home,Federal,,45435,,,Closed,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,20200820
20201001,AR,Garland,Hot Springs,Lake Hamilton Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45445,,,Closed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20200820
20201001,AR,Sebastian,Ft. Smith,"Legacy Health &
Rehabilitation Center",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,20200820
20201001,AR,Madison,Huntsville,Meadowview Healthcare and Rehab,Uncategorized LTCF,Nursing Home,Federal,,45341,,,Closed,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,20200820
20201001,AR,Sebastian,Ft. Smith,Methodist Village Senior Living,Uncategorized LTCF,Nursing Home,Federal,,45413,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200820
20201001,AR,Yell,Danville,"Mitchell’s
Nursing Home",Uncategorized LTCF,Nursing Home,Federal,,45454,,,Closed,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,20200820
20201001,AR,Howard,Nashville,"Nashville Nursing and Rehab, Inc.",Uncategorized LTCF,Nursing Home,Federal,,45342,,,Closed,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,20200924
20201001,AR,Newton,Jasper,Newton Co Nursing Home,Uncategorized LTCF,Nursing Home,Federal,,4E+90,,,Closed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20200924
20201001,AR,Sebastian,Ft. Smith,"Peachtree Village Assisted Living & Senior
Living",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200820
20201001,AR,Poinsett,Trumann,Quail Run Health and Rehab,Uncategorized LTCF,Nursing Home,Federal,,45468,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200910
20201001,AR,Polk,Mena,Rich Mountain Nursing & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45358,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200820
20201001,AR,Benton,Rogers,Rogers Health and Rehabilitation Center,Uncategorized LTCF,Nursing Home,Federal,,45070,,,Closed,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,20200910
20201001,AR,Benton,Springdale,Shiloh Nursing and Rehab,Uncategorized LTCF,Nursing Home,Federal,,45427,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200820
20201001,AR,Benton,Siloam Springs,"Siloam Healthcare, LLC",Uncategorized LTCF,Nursing Home,Federal,,45356,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200820
20201001,AR,Ouachita,Camden,"Somerset Senior Living at
Pine Hills",Uncategorized LTCF,Nursing Home,Federal,,45189,,,Closed,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,20200820
20201001,AR,Pulaski,North Little Rock,Somerset Senior Living at Premier-NLR,Uncategorized LTCF,Nursing Home,Federal,,45357,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200924
20201001,AR,Saline,Bryant,"Southridge Village Nursing &
Rehabilitation Center",Uncategorized LTCF,Nursing Home,Federal,,45196,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200820
20201001,AR,Craighead,Jonesboro,St. Elizabeth's Place,Uncategorized LTCF,Nursing Home,Federal,,45380,,,Closed,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,20200917
20201001,AR,Dallas,Fordyce,St. John’s Place of Arkansas,Uncategorized LTCF,Nursing Home,Federal,,45396,,,Closed,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,20200820
20201001,AR,Pulaski,Little Rock,The Atrium at Serenity Pointe-ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200910
20201001,AR,Columbia,Magnolia,The Cottages of Wentworth Place,Uncategorized LTCF,Nursing Home,Federal,,45187,,,Closed,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,20200910
20201001,AR,Pulaski,Little Rock,"The Waters of Cumberland, LLC",Uncategorized LTCF,Nursing Home,Federal,,45359,,,Closed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20200917
20201001,AR,Clark,Arkadelphia,Twin Rivers Health and Rehabilitation,Uncategorized LTCF,Nursing Home,Federal,,45216,,,Closed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20200917
20201001,AR,Jefferson,Pine Bluff,"Villages of General Baptist
West",Uncategorized LTCF,Nursing Home,Federal,,45379,,,Closed,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,20200820
20201001,AR,Garland,Hot Springs,West Shores Assisted Living-ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20200917
20201001,AR,Benton,Springdale,"Westwood Health and Rehab, Inc.",Uncategorized LTCF,Nursing Home,Federal,,45371,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200820
20201001,AR,Pulaski,Little Rock,Bentley Rehab & Healthcare,Uncategorized LTCF,Nursing Home,Federal,,45194,,,Closed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20200903
20201001,AR,Garland,Hot Springs,Brookfield at Oaktree,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,20200827
20201001,AR,Baxter,Mountain Home,Care Manor Nursing & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45351,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200910
20201001,AR,Lonoke,Carlisle,Chambers Nursing Center-Carlisle,Uncategorized LTCF,Nursing Home,Federal,,45318,,,Closed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20200910
20201001,AR,Jefferson,Pine Bluff,Davis East,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200910
20201001,AR,Columbia,Magnolia,Dudneywood Assisted Living,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200910
20201001,AR,Benton,Springdale,Edgewood Health & Rehab-Springdale,Uncategorized LTCF,Nursing Home,Federal,,45428,,,Closed,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,20200917
20201001,AR,Pulaski,Little Rock,Good Shepherd Nursing & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200924
20201001,AR,Hot Springs,Malvern,Happy Valley Health & Rehabilitation Center,Uncategorized LTCF,Nursing Home,Federal,,45459,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200910
20201001,AR,Pulaski,Little Rock,Hospice Home Care Center,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200827
20201001,AR,Benton,Rogers,"Jamestown Nursing and Rehab, LLC",Uncategorized LTCF,Nursing Home,Federal,,45435,,,Closed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20200924
20201001,AR,Washington,Fayetteville,Katherine's Place at Wedington,Uncategorized LTCF,Nursing Home,Federal,,45434,,,Closed,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,20200910
20201001,AR,Pulaski,Little Rock,Midtown Post Acute and Rehabilitation,Uncategorized LTCF,Nursing Home,Federal,,45450,,,Closed,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,20200924
20201001,AR,Montgomery,Mt. Ida,Montgomery Co Nursing Home,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,20200924
20201001,AR,Sebastian,Barling,Ozark Nursing Home,Uncategorized LTCF,Nursing Home,Federal,,45386,,,Closed,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,20200827
20201001,AR,Little River,Ashdown,Pleasant Manor Nursing and Rehab,Uncategorized LTCF,Nursing Home,Federal,,45227,,,Closed,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,20200917
20201001,AR,Benton,Springdale,Providence PCC - Springdale ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20200910
20201001,AR,Independence,Batesville,Rector Nursing & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45394,,,Closed,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,20200827
20201001,AR,Faulkner,Conway,Salem Place N&R,Uncategorized LTCF,Nursing Home,Federal,,45183,,,Closed,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,20200924
20201001,AR,Benton,Siloam Springs,"Siloam Healthcare, LLC/Siloam Springs Nursing & Rehab",Uncategorized LTCF,Nursing Home,Federal,,45356,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200827
20201001,AR,Boone,Harrison,Somerset Senior Living at Mount Vista/Mount Vista R&H Center,Uncategorized LTCF,Nursing Home,Federal,,45192,,,Closed,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,20200924
20201001,AR,Lonoke,Cabot,Springs of Mine Creek,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20200910
